nbody,0,53.3675
nbody,1,27.2591
nbody,2,27.6423
nbody,3,28.1536
nbody,4,26.2624
nbody,5,26.9092
nbody,6,27.0987
nbody,7,26.5914
nbody,8,27.13
nbody,9,26.7198
nbody,10,26.9399
nbody,11,27.6174
nbody,12,27.4157
nbody,13,27.4727
nbody,14,27.1425
nbody,15,26.5619
nbody,16,27.0717
nbody,17,26.7339
nbody,18,27.2217
nbody,19,26.6971
nbody,20,27.3489
nbody,21,27.0578
nbody,22,26.6665
nbody,23,27.7592
nbody,24,26.9043
nbody,25,26.8389
nbody,26,27.3222
nbody,27,27.2999
nbody,28,26.6979
nbody,29,26.8252
nbody,30,26.7213
nbody,31,27.0634
nbody,32,26.7423
nbody,33,26.3522
nbody,34,27.4198
nbody,35,27.3847
nbody,36,26.6906
nbody,37,26.6345
nbody,38,26.6951
nbody,39,27.0928
nbody,40,26.4608
nbody,41,26.946
nbody,42,26.8188
nbody,43,26.8255
nbody,44,25.9818
nbody,45,25.8839
nbody,46,26.6679
nbody,47,26.4877
nbody,48,27.0078
nbody,49,26.2925
nbody,50,26.6924
nbody,51,26.5983
nbody,52,25.958
nbody,53,26.3668
nbody,54,26.3214
nbody,55,27.0957
nbody,56,26.4663
nbody,57,26.2504
nbody,58,26.2321
nbody,59,26.0732
nbody,60,25.9301
nbody,61,26.377
nbody,62,26.338
nbody,63,26.3061
nbody,64,26.9791
nbody,65,26.3625
nbody,66,26.1683
nbody,67,26.073
nbody,68,26.5279
nbody,69,26.8849
nbody,70,26.2084
nbody,71,26.4781
nbody,72,26.0216
nbody,73,26.2907
nbody,74,26.0937
nbody,75,26.4417
nbody,76,27.0145
nbody,77,26.2138
nbody,78,26.2422
nbody,79,26.0634
nbody,80,26.4148
nbody,81,26.0894
nbody,82,26.1366
nbody,83,26.8205
nbody,84,26.3027
nbody,85,29.0843
nbody,86,27.4591
nbody,87,27.8942
nbody,88,29.7692
nbody,89,32.7283
nbody,90,31.1787
nbody,91,31.0512
nbody,92,29.7314
nbody,93,27.591
nbody,94,27.1702
nbody,95,28.0552
nbody,96,27.9191
nbody,97,28.2546
nbody,98,26.9772
nbody,99,27.5823
nbody,100,27.4815
