binary_trees,0,8049
binary_trees,1,4276
binary_trees,2,4431
binary_trees,3,4645
binary_trees,4,4448
binary_trees,5,4815
binary_trees,6,4154
binary_trees,7,4057
binary_trees,8,4114
binary_trees,9,4146
binary_trees,10,4094
binary_trees,11,4087
binary_trees,12,4474
binary_trees,13,4036
binary_trees,14,4018
binary_trees,15,3969
binary_trees,16,4038
binary_trees,17,4112
binary_trees,18,4190
binary_trees,19,4137
binary_trees,20,4029
binary_trees,21,4091
binary_trees,22,4246
binary_trees,23,4059
binary_trees,24,4143
binary_trees,25,4260
binary_trees,26,4700
binary_trees,27,4125
binary_trees,28,4142
binary_trees,29,4198
binary_trees,30,4342
binary_trees,31,4128
binary_trees,32,4358
binary_trees,33,4285
binary_trees,34,4347
binary_trees,35,4496
binary_trees,36,4496
binary_trees,37,4534
binary_trees,38,4284
binary_trees,39,4223
binary_trees,40,4566
binary_trees,41,4067
binary_trees,42,4067
binary_trees,43,4099
binary_trees,44,4370
binary_trees,45,4364
binary_trees,46,4234
binary_trees,47,4229
binary_trees,48,4348
binary_trees,49,4625
binary_trees,50,4056
binary_trees,51,4259
binary_trees,52,3939
binary_trees,53,4089
binary_trees,54,4065
binary_trees,55,4344
binary_trees,56,4391
binary_trees,57,4183
binary_trees,58,3982
binary_trees,59,4318
binary_trees,60,4405
binary_trees,61,4222
binary_trees,62,4339
binary_trees,63,4288
binary_trees,64,4435
binary_trees,65,4165
binary_trees,66,4105
binary_trees,67,4209
binary_trees,68,4402
binary_trees,69,4176
binary_trees,70,4380
binary_trees,71,4323
binary_trees,72,4446
binary_trees,73,4204
binary_trees,74,4110
binary_trees,75,4007
binary_trees,76,4146
binary_trees,77,4176
binary_trees,78,4342
binary_trees,79,4391
binary_trees,80,4426
binary_trees,81,4189
binary_trees,82,4164
binary_trees,83,4366
binary_trees,84,4219
binary_trees,85,4094
binary_trees,86,4255
binary_trees,87,3974
binary_trees,88,4200
binary_trees,89,4245
binary_trees,90,4116
binary_trees,91,4067
binary_trees,92,4227
binary_trees,93,4068
binary_trees,94,4145
binary_trees,95,4324
binary_trees,96,4260
binary_trees,97,4372
binary_trees,98,3986
binary_trees,99,4001
binary_trees,100,3991
