richards,0,891
richards,1,81
richards,2,85
richards,3,72
richards,4,73
richards,5,113
richards,6,74
richards,7,70
richards,8,81
richards,9,69
richards,10,73
richards,11,80
richards,12,83
richards,13,88
richards,14,71
richards,15,72
richards,16,68
richards,17,68
richards,18,70
richards,19,72
richards,20,68
richards,21,70
richards,22,68
richards,23,69
richards,24,73
richards,25,79
richards,26,78
richards,27,78
richards,28,77
richards,29,79
richards,30,70
richards,31,70
richards,32,68
richards,33,69
richards,34,68
richards,35,69
richards,36,70
richards,37,68
richards,38,69
richards,39,71
richards,40,70
richards,41,68
richards,42,70
richards,43,68
richards,44,69
richards,45,70
richards,46,68
richards,47,68
richards,48,70
richards,49,68
richards,50,69
richards,51,73
richards,52,77
richards,53,77
richards,54,78
richards,55,77
richards,56,78
richards,57,89
richards,58,68
richards,59,68
richards,60,70
richards,61,69
richards,62,68
richards,63,70
richards,64,69
richards,65,68
richards,66,69
richards,67,70
richards,68,68
richards,69,70
richards,70,69
richards,71,68
richards,72,71
richards,73,70
richards,74,67
richards,75,86
richards,76,67
richards,77,69
richards,78,68
richards,79,68
richards,80,68
richards,81,68
richards,82,68
richards,83,67
richards,84,68
richards,85,67
richards,86,67
richards,87,67
richards,88,68
richards,89,67
richards,90,68
richards,91,68
richards,92,70
richards,93,76
richards,94,75
richards,95,76
richards,96,77
richards,97,75
richards,98,76
richards,99,75
richards,100,75
