fannkuchen,0,522.2813
fannkuchen,1,517.9515
fannkuchen,2,512.3559
fannkuchen,3,529.9937
fannkuchen,4,642.0497
fannkuchen,5,547.0861
fannkuchen,6,591.7423
fannkuchen,7,619.2099
fannkuchen,8,544.7992
fannkuchen,9,504.5956
fannkuchen,10,511.56
fannkuchen,11,505.3027
fannkuchen,12,512.2333
fannkuchen,13,503.2307
fannkuchen,14,521.706
fannkuchen,15,495.0232
fannkuchen,16,496.4263
fannkuchen,17,502.2213
fannkuchen,18,510.8061
fannkuchen,19,493.8151
fannkuchen,20,517.0711
fannkuchen,21,518.2896
fannkuchen,22,507.9355
fannkuchen,23,520.3926
fannkuchen,24,516.3102
fannkuchen,25,499.426
fannkuchen,26,504.822
fannkuchen,27,493.4896
fannkuchen,28,495.3127
fannkuchen,29,520.8101
fannkuchen,30,527.5062
fannkuchen,31,527.842
fannkuchen,32,512.0269
fannkuchen,33,497.4085
fannkuchen,34,494.7132
fannkuchen,35,487.1204
fannkuchen,36,491.9463
fannkuchen,37,490.6986
fannkuchen,38,489.6286
fannkuchen,39,491.2806
fannkuchen,40,488.9058
fannkuchen,41,489.597
fannkuchen,42,491.1176
fannkuchen,43,485.1213
fannkuchen,44,494.7309
fannkuchen,45,488.7048
fannkuchen,46,491.7928
fannkuchen,47,491.7383
fannkuchen,48,486.8053
fannkuchen,49,490.8334
fannkuchen,50,490.7377
fannkuchen,51,490.5924
fannkuchen,52,514.2568
fannkuchen,53,492.0263
fannkuchen,54,490.8193
fannkuchen,55,486.5425
fannkuchen,56,492.7726
fannkuchen,57,490.3221
fannkuchen,58,490.9184
fannkuchen,59,487.667
fannkuchen,60,492.5885
fannkuchen,61,491.4545
fannkuchen,62,486.7513
fannkuchen,63,492.8347
fannkuchen,64,486.3201
fannkuchen,65,491.924
fannkuchen,66,489.2177
fannkuchen,67,488.9569
fannkuchen,68,490.3179
fannkuchen,69,497.7291
fannkuchen,70,490.5404
fannkuchen,71,491.1649
fannkuchen,72,489.3457
fannkuchen,73,491.9041
fannkuchen,74,489.1775
fannkuchen,75,489.7516
fannkuchen,76,489.8229
fannkuchen,77,492.3756
fannkuchen,78,491.3636
fannkuchen,79,488.1093
fannkuchen,80,490.2115
fannkuchen,81,492.3087
fannkuchen,82,492.1411
fannkuchen,83,489.9209
fannkuchen,84,491.5013
fannkuchen,85,492.3568
fannkuchen,86,492.9787
fannkuchen,87,489.8184
fannkuchen,88,490.8731
fannkuchen,89,491.846
fannkuchen,90,486.7898
fannkuchen,91,493.1559
fannkuchen,92,490.3094
fannkuchen,93,495.3452
fannkuchen,94,486.7393
fannkuchen,95,517.1099
fannkuchen,96,489.3987
fannkuchen,97,492.6232
fannkuchen,98,487.7207
fannkuchen,99,493.0648
fannkuchen,100,489.4999
